method,dataset,seed,k_used,modularity,onmi,f1,mean_umax,frac_multi,rule_fidelity,m_used,error,secs
specsoft|cca,fakeddit_real_lcc,1,6,0.7137511267415253,0.2359260684217841,0.3221839747748978,1.0,0.0,0.5084459459459459,,,0.53
specsoft|cca,fakeddit_real_lcc,2,6,0.7126587082095038,0.23074894455083328,0.319680879592384,1.0,0.0,0.5067567567567568,,,0.52
base:spectral_graph+content,fakeddit_real_lcc,0,6,0.6186289805504904,0.5227766958073978,0.6185039315384402,,,,,,0.08
specsoft|raw,fakeddit_real_lcc,0,6,0.712722188986488,0.23244572956021836,0.3267153593571545,1.0,0.0,0.5118243243243243,,,0.47
base:spectral_graph+content,fakeddit_real_lcc,1,6,0.6186289805504904,0.5227766958073978,0.6185039315384402,,,,,,0.12
specsoft|raw,fakeddit_real_lcc,1,6,0.712722188986488,0.23244572956021836,0.3267153593571545,0.9999999870375815,0.0,0.5084459459459459,,,0.48
base:spectral_graph+content,fakeddit_real_lcc,2,6,0.6186289805504904,0.5227766958073978,0.6185039315384402,,,,,,0.09
base:kmeans_content,fakeddit_real_lcc,0,6,0.3670097485229628,0.24680504946879145,0.37684914024031957,,,,,,0.11
base:kmeans_content,fakeddit_real_lcc,1,6,0.32670839806314667,0.25283335752573743,0.3550885832761748,,,,,,0.12
base:kmeans_content,fakeddit_real_lcc,2,6,0.3863484160604629,0.25830026244473203,0.35018573843733986,,,,,,0.11
base:louvain,fakeddit_real_lcc,0,21,0.9112186617370746,0.3132431794118209,0.6275532403387196,,,,,,0.08
base:louvain,fakeddit_real_lcc,1,21,0.9112186617370746,0.3132431794118209,0.6275532403387196,,,,,,0.08
specsoft|raw,fakeddit_real_lcc,2,6,0.712722188986488,0.23244572956021836,0.3267153593571545,0.9999999999998518,0.0,0.5118243243243243,,,0.52
base:louvain,fakeddit_real_lcc,2,21,0.9112186617370746,0.3132431794118209,0.6275532403387196,,,,,,0.09
default,crisismmd@r0.02,0,7,0.641266552737683,0.709720553143145,0.7691106355705715,0.4594075179372751,0.155,0.30375,1.5,,0.94
default,crisismmd@r0.02,2,7,0.6428687838400666,0.6942578521435157,0.7603208662372991,0.46303345174509564,0.15625,0.2775,1.5,,0.86
default,crisismmd@r0.02,1,7,0.4642692976638909,0.7495061627542517,0.7009353634415244,0.4974099677273436,0.5225,0.2525,1.5,,0.94
fcm+rawpca+m1.2,crisismmd@r0.02,0,7,0.5469750798374877,0.8036847463518122,0.7927468121112169,0.9382022036497591,0.065,0.265,1.2,,0.92
kmsoft|cca,crisismmd@r0.02,0,7,0.5499481919936465,0.8086528678727625,0.7790857094429591,0.8310333920469287,0.20875,0.26625,,,0.81
fcm+rawpca+m1.2,crisismmd@r0.02,2,7,0.5697933361099542,0.780536742927001,0.7795977582027368,0.944227623587863,0.07,0.2775,1.2,,0.84
fcm+rawpca+m1.2,crisismmd@r0.02,1,7,0.5554471505112861,0.7791143826716865,0.7681858179616735,0.9397284567051745,0.06375,0.275,1.2,,0.94
kmsoft|cca,crisismmd@r0.02,1,7,0.5622855286251133,0.7759548694165479,0.7715776886643289,0.8549155860576886,0.1575,0.27625,,,0.92
kmsoft|cca,crisismmd@r0.02,2,7,0.5704133069554352,0.8004770258885299,0.7914454480954415,0.8412220177649151,0.1775,0.27625,,,0.81
kmsoft|raw,crisismmd@r0.02,0,7,0.5682675499935943,0.8236297398149631,0.8048291315935272,0.9239960599139252,0.09,0.28125,,,0.92
kmsoft|raw,crisismmd@r0.02,1,7,0.5651184423499461,0.7803960867357448,0.7879561593045293,0.912158909976703,0.105,0.27375,,,0.84
kmsoft|raw,crisismmd@r0.02,2,7,0.5574978550603915,0.7988415555642894,0.7886942797630166,0.9094476757854882,0.11625,0.275,,,0.88
gmm|cca,crisismmd@r0.02,0,7,0.567676168182925,0.8001034935672681,0.7926345472367403,0.9854549302901393,0.0225,0.2825,,,0.86
gmm|cca,crisismmd@r0.02,1,7,0.5363256628470836,0.7076307788221816,0.7346815566053518,0.971448246316562,0.05125,0.2675,,,0.81
gmm|cca,crisismmd@r0.02,2,7,0.5543573511037068,0.6726213575916935,0.7327850214019563,0.9758430336492411,0.04,0.27625,,,0.86
gmm|raw,crisismmd@r0.02,0,7,0.5553790402531189,0.797510763340019,0.7953880997832502,0.9947699308466689,0.00875,0.265,,,0.89
gmm|raw,crisismmd@r0.02,1,7,0.47454063954896253,0.5603441167787068,0.5923352576273011,0.9874081155989195,0.02125,0.265,,,0.86
gmm|raw,crisismmd@r0.02,2,7,0.555590462307372,0.7292974798832349,0.7515188707720207,0.9931218007563121,0.01125,0.25875,,,0.88
fcmad|cca,crisismmd@r0.02,0,7,0.641266552737683,0.709720553143145,0.7691106355705714,0.45940799998400567,0.155,0.30375,1.5,,0.83
fcmad|cca,crisismmd@r0.02,1,7,0.5185330384617224,0.733726758971039,0.725978072265698,0.5116453173150333,0.4725,0.25625,1.5,,0.88
fcmad|cca,crisismmd@r0.02,2,7,0.4749548104956269,0.7536634282811399,0.6970440677530251,0.5033038175636,0.49875,0.25375,1.5,,0.81
fcmad|raw,crisismmd@r0.02,0,7,0.45588287080916073,0.759249216247241,0.6564532174348295,0.5643448388293273,0.45125,0.2425,1.5,,0.84
fcmad|raw,crisismmd@r0.02,1,7,0.45327592172517034,0.7503645878699461,0.676335132301124,0.569343956550645,0.45875,0.24125,1.5,,0.89
fcmad|raw,crisismmd@r0.02,2,7,0.4568339233652645,0.7665107590167164,0.6939996168572072,0.5712825785009582,0.44625,0.25,1.5,,0.88
specsoft|cca,crisismmd@r0.02,0,7,0.6574771806651414,0.9709293627923887,0.9895822348041668,1.0,0.0,0.30375,,,0.84
specsoft|cca,crisismmd@r0.02,2,7,0.6568193669304456,0.9109800715317237,0.9658903213492114,0.9999999999962256,0.0,0.2775,,,0.8
specsoft|cca,crisismmd@r0.02,1,7,0.6260419329915473,0.8526398533719055,0.9352119512048642,0.9996351052935918,0.00125,0.2775,,,0.88
base:spectral_graph+content,crisismmd@r0.02,0,7,0.6442911878262001,0.9062700324361181,0.9654458066904017,,,,,,0.14
specsoft|raw,crisismmd@r0.02,0,7,0.6522659651498718,0.8713526644403868,0.9200957572470694,1.0,0.0,0.30375,,,0.88
base:spectral_graph+content,crisismmd@r0.02,1,7,0.6411693304512138,0.8915976135737177,0.9564968810171138,,,,,,0.14
base:spectral_graph+content,crisismmd@r0.02,2,7,0.6410568513119533,0.9048169919812163,0.9680350213632062,,,,,,0.12
base:kmeans_content,crisismmd@r0.02,0,7,0.2343942320140109,0.3943730374016603,0.5610033449335877,,,,,,0.28
base:kmeans_content,crisismmd@r0.02,1,7,0.24162002838930502,0.4064742121714391,0.5603964460777323,,,,,,0.33
specsoft|raw,crisismmd@r0.02,1,7,0.6525692716681099,0.95141368118392,0.9814561170570454,1.0,0.0,0.2825,,,0.91
base:louvain,crisismmd@r0.02,0,9,0.6585055222186672,0.7079813170251392,0.8467585033976404,,,,,,0.11
specsoft|raw,crisismmd@r0.02,2,7,0.6581664514785506,0.9615086349925374,0.9863857364563465,1.0,0.0,0.27875,,,0.86
base:louvain,crisismmd@r0.02,1,10,0.6530091146779894,0.7392908255840223,0.9362646716614547,,,,,,0.08
base:kmeans_content,crisismmd@r0.02,2,7,0.277492794668888,0.4209784745470222,0.6037258915449902,,,,,,0.28
base:louvain,crisismmd@r0.02,2,9,0.6577891503540191,0.5780598683323365,0.6754005480204197,,,,,,0.08
default,crisismmd@r0.1,2,7,0.2295192098558979,0.12351030246634032,0.24819829495579157,0.14295892371174188,0.0,0.49125,1.5,,0.88
default,crisismmd@r0.1,1,7,0.2500320468192068,0.15651332895553594,0.23161853084301123,0.142964948544771,0.0,0.58,1.5,,0.92
default,crisismmd@r0.1,0,7,0.2857291980094705,0.19570598775483172,0.2534768564284682,0.14294390046813246,0.0,0.54375,1.5,,0.92
fcm+rawpca+m1.2,crisismmd@r0.1,0,7,0.33787583965503154,0.5699806458553025,0.6411224270883029,0.8473854213138128,0.16,0.2575,1.2,,0.94
kmsoft|cca,crisismmd@r0.1,0,7,0.3884831552563916,0.5953409995394692,0.7128901788290063,0.6554318200441955,0.275,0.2725,,,0.86
fcm+rawpca+m1.2,crisismmd@r0.1,2,7,0.3234931259562539,0.5495741081198368,0.6226646445834271,0.8273997310612675,0.2,0.25,1.2,,0.89
kmsoft|cca,crisismmd@r0.1,1,7,0.31644839909434125,0.5761504837288867,0.6422901726296668,0.6542236994465399,0.385,0.24875,,,0.91
fcm+rawpca+m1.2,crisismmd@r0.1,1,7,0.33803440648795896,0.5926580511297883,0.6467696921111263,0.8540340676500214,0.16625,0.2725,1.2,,1.02
kmsoft|cca,crisismmd@r0.1,2,7,0.3221087657659172,0.5536948131675896,0.6377254187376232,0.6176391532408707,0.3975,0.24625,,,0.84
kmsoft|raw,crisismmd@r0.1,0,7,0.34148443420883956,0.6132922517425102,0.6661990249981382,0.7438326299358774,0.25625,0.2575,,,0.91
kmsoft|raw,crisismmd@r0.1,1,7,0.33867620900234335,0.6159914044863792,0.6562570131130832,0.7625156485466509,0.25625,0.2725,,,0.89
kmsoft|raw,crisismmd@r0.1,2,7,0.37837075952456867,0.6460888024743928,0.703793706386495,0.746097731337314,0.23375,0.2625,,,0.92
gmm|cca,crisismmd@r0.1,0,7,0.3793553212857408,0.6582835342785316,0.7856121597971265,0.9413708122706516,0.1,0.2725,,,0.89
gmm|cca,crisismmd@r0.1,1,7,0.333616647287346,0.5810840272033618,0.6790438480462517,0.9177548830486728,0.13875,0.25125,,,0.86
gmm|cca,crisismmd@r0.1,2,7,0.31243346149387924,0.5347334117135591,0.6442898595499216,0.911147662933331,0.155,0.265,,,0.88
gmm|raw,crisismmd@r0.1,0,7,0.33508178437612296,0.5868645612308934,0.5981183672144162,0.9786447298851337,0.03625,0.24,,,0.88
gmm|raw,crisismmd@r0.1,1,7,0.3337378849000337,0.5907744914548274,0.6581010590267223,0.9729567297719848,0.04875,0.27625,,,0.91
gmm|raw,crisismmd@r0.1,2,7,0.3909994536311395,0.6734188335339604,0.7181815945354691,0.9765648197095953,0.0425,0.27375,,,0.88
fcmad|cca,crisismmd@r0.1,0,7,0.3963795283916816,0.5681668284768463,0.6950958414057787,0.5626681771025551,0.275,0.26625,1.3,,0.86
fcmad|cca,crisismmd@r0.1,1,7,0.31259218100505426,0.5891641411251196,0.6609555130505239,0.612766452987343,0.39375,0.2325,1.3,,0.86
fcmad|cca,crisismmd@r0.1,2,7,0.36994965486179293,0.5394438787265283,0.673682203259519,0.5577152954638924,0.33625,0.24625,1.3,,0.86
fcmad|raw,crisismmd@r0.1,0,7,0.33724593232677685,0.6026732313466826,0.6579101912407866,0.7001459936314857,0.24375,0.2575,1.3,,0.84
fcmad|raw,crisismmd@r0.1,1,7,0.4554970729746905,0.6210525968301316,0.7248074859663876,0.36866777225228875,0.04375,0.27875,1.5,,0.88
fcmad|raw,crisismmd@r0.1,2,7,0.33174764820023056,0.5818665407724383,0.6488563965520159,0.6886812717218106,0.26,0.26375,1.3,,0.92
specsoft|cca,crisismmd@r0.1,0,7,0.4060917499762542,0.6560180903427643,0.7446276610845993,0.9997121315490279,0.0,0.3,,,0.84
specsoft|cca,crisismmd@r0.1,1,7,0.3837259323025999,0.6347782993479723,0.7351708980017769,0.997574072344465,0.0075,0.2725,,,0.84
specsoft|cca,crisismmd@r0.1,2,7,0.33883031226853083,0.521029212544025,0.6493495681074093,0.9942858186019399,0.01,0.24375,,,0.84
base:spectral_graph+content,crisismmd@r0.1,0,7,0.4572958657720974,0.8675302499664546,0.954510105908116,,,,,,0.11
specsoft|raw,crisismmd@r0.1,0,7,0.33204676313109877,0.5551534788028168,0.6119602804755248,0.999348563682644,0.0,0.24375,,,0.88
base:spectral_graph+content,crisismmd@r0.1,2,7,0.44534131040403835,0.8453143716242535,0.9419138221023301,,,,,,0.09
base:spectral_graph+content,crisismmd@r0.1,1,7,0.4529792117191877,0.8538458898509859,0.945628381255194,,,,,,0.16
base:kmeans_content,crisismmd@r0.1,0,7,0.17925418573803628,0.3943730374016603,0.5610033449335877,,,,,,0.28
base:kmeans_content,crisismmd@r0.1,1,7,0.17943973003792496,0.4064742121714391,0.5603964460777323,,,,,,0.28
base:louvain,crisismmd@r0.1,0,5,0.4767531462363063,0.6416753864813456,0.9046601716549623,,,,,,0.09
base:louvain,crisismmd@r0.1,1,6,0.4568103738977049,0.3964962817979135,0.6392845570178253,,,,,,0.09
specsoft|raw,crisismmd@r0.1,1,7,0.32489976810806137,0.5783591245508999,0.6120325508124227,0.9987814243280495,0.00375,0.2475,,,0.86
base:kmeans_content,crisismmd@r0.1,2,7,0.20184344465352816,0.4209784745470222,0.6037258915449902,,,,,,0.27
base:louvain,crisismmd@r0.1,2,5,0.4741745013191766,0.5530382581428894,0.8533822622234464,,,,,,0.09
specsoft|raw,crisismmd@r0.1,2,7,0.39898149345309203,0.6960798052419512,0.7340602772078201,0.9999495435746466,0.0,0.27375,,,0.89
default,crisismmd@r0.25,0,7,0.05728194396087069,0.057915009241260695,0.34620217927918995,0.14287247156067395,0.0,0.33875,1.5,,0.83
default,crisismmd@r0.25,1,7,0.07837153844903365,0.08554032161618008,0.3213738325174664,0.14287323035538782,0.0,0.38,1.5,,0.86
default,crisismmd@r0.25,2,7,0.08687040825386476,0.09467060406443739,0.34528397481455547,0.14287667455458022,0.0,0.39125,1.5,,0.86
fcm+rawpca+m1.2,crisismmd@r0.25,0,7,0.18071620356343113,0.5197758944133184,0.6366849855955549,0.6836224834616522,0.2725,0.24375,1.2,,0.92
fcm+rawpca+m1.2,crisismmd@r0.25,1,7,0.16778239241488282,0.5114052727382619,0.6413199464626915,0.6608027517464389,0.305,0.23,1.2,,0.88
fcm+rawpca+m1.2,crisismmd@r0.25,2,7,0.18810061318936797,0.5142387349950363,0.637703638854288,0.6670082251647328,0.3025,0.22375,1.2,,0.86
kmsoft|cca,crisismmd@r0.25,0,7,0.11499627004169605,0.29245369327750026,0.5241375510998452,0.4119116549340398,0.425,0.21625,,,0.84
kmsoft|cca,crisismmd@r0.25,1,7,0.0880501883770442,0.28943402919243244,0.5360219086346321,0.4060402530857353,0.4425,0.21125,,,0.84
kmsoft|cca,crisismmd@r0.25,2,7,0.13445290005492397,0.29306343549259517,0.5376294184446108,0.4086795309158731,0.40125,0.2175,,,0.83
kmsoft|raw,crisismmd@r0.25,0,7,0.18545229085169967,0.5383044818681472,0.6439794357129169,0.5105133021929333,0.3225,0.245,,,0.91
kmsoft|raw,crisismmd@r0.25,1,7,0.17529044763665155,0.5246015199124718,0.6382818507803188,0.4897260798201756,0.32875,0.26375,,,0.92
kmsoft|raw,crisismmd@r0.25,2,7,0.1841608539227294,0.5321829988695961,0.6510763741168931,0.49332176657300864,0.35875,0.24125,,,0.92
gmm|cca,crisismmd@r0.25,0,7,0.06826157258087126,0.3561333895996076,0.6057451964231626,0.798087713756735,0.35625,0.39625,,,0.88
gmm|cca,crisismmd@r0.25,1,7,0.07045586643658336,0.2856359407072042,0.5319373786843995,0.7519116215478862,0.38375,0.25,,,0.86
gmm|cca,crisismmd@r0.25,2,7,0.07358335776487153,0.27298085789717264,0.4778096489864975,0.8191812125448323,0.29625,0.475,,,0.88
gmm|raw,crisismmd@r0.25,0,7,0.18166171842312087,0.5168118514014027,0.6326066439352009,0.9330407527377074,0.1175,0.26875,,,0.88
gmm|raw,crisismmd@r0.25,1,7,0.1852520090304162,0.5156066426618666,0.6374563330386963,0.9449655885353985,0.1,0.27125,,,0.91
gmm|raw,crisismmd@r0.25,2,7,0.18754642741691138,0.5171198232810331,0.644280017676565,0.9308881816303809,0.13,0.25,,,0.91
fcmad|cca,crisismmd@r0.25,0,7,0.10052795270903186,0.2804761303181649,0.5162986406898489,0.5628687206877941,0.38375,0.215,1.2,,0.88
fcmad|cca,crisismmd@r0.25,1,7,0.09423458824310547,0.28037447604613086,0.5287252686182788,0.5405952686831627,0.425,0.205,1.2,,0.88
fcmad|cca,crisismmd@r0.25,2,7,0.1170862050950917,0.2764883202473212,0.5272408157601771,0.5440909330020997,0.37375,0.20875,1.2,,0.91
fcmad|raw,crisismmd@r0.25,2,7,0.18810061318936797,0.5142387349950363,0.637703638854288,0.6670084372470064,0.3025,0.22375,1.2,,0.88
fcmad|raw,crisismmd@r0.25,1,7,0.16778239241488282,0.5114052727382619,0.6413199464626915,0.6608340439465169,0.305,0.23,1.2,,0.95
fcmad|raw,crisismmd@r0.25,0,7,0.18071620356343113,0.5208279247906789,0.6371202843688036,0.6837039115256408,0.27375,0.24375,1.2,,0.99
specsoft|cca,crisismmd@r0.25,0,7,0.14321447794355963,0.27463546271326,0.4831679417614344,0.9459074504758186,0.10125,0.2325,,,0.92
specsoft|cca,crisismmd@r0.25,1,7,0.13751986098190025,0.3225944153478376,0.5530903494111713,0.9339490785160923,0.11875,0.2125,,,0.88
specsoft|cca,crisismmd@r0.25,2,7,0.13337804863492153,0.29502695813399593,0.5290327420587816,0.9214538104525084,0.13375,0.22625,,,0.95
specsoft|raw,crisismmd@r0.25,0,7,0.17796544372792994,0.48513187353909293,0.61388358323706,0.9944630915837862,0.00625,0.23375,,,0.94
base:spectral_graph+content,crisismmd@r0.25,0,7,0.22652009972149018,0.6352927932435034,0.7866824536778297,,,,,,0.11
base:spectral_graph+content,crisismmd@r0.25,1,7,0.252373525747283,0.7867658407768826,0.9234846479437915,,,,,,0.12
base:spectral_graph+content,crisismmd@r0.25,2,7,0.24789260609814465,0.7587922314891993,0.8939407284009775,,,,,,0.12
base:kmeans_content,crisismmd@r0.25,0,7,0.10781515385039461,0.3943730374016603,0.5610033449335877,,,,,,0.27
base:kmeans_content,crisismmd@r0.25,1,7,0.10112952407744581,0.4064742121714391,0.5603964460777323,,,,,,0.25
base:louvain,crisismmd@r0.25,0,10,0.27089989137343135,0.03996792632973212,0.2890293018769018,,,,,,0.16
base:kmeans_content,crisismmd@r0.25,2,7,0.12153367161952403,0.4209784745470222,0.6037258915449902,,,,,,0.28
specsoft|raw,crisismmd@r0.25,1,7,0.17202455172136713,0.48689998661773004,0.6185959167220249,0.9908915608588397,0.02,0.235,,,0.92
base:louvain,crisismmd@r0.25,2,8,0.27566171996829814,0.04366942560358689,0.31286053472356495,,,,,,0.12
base:louvain,crisismmd@r0.25,1,9,0.27843986317145386,0.07358249793445104,0.3397149732661425,,,,,,0.17
specsoft|raw,crisismmd@r0.25,2,7,0.15545822501291343,0.4471449261687024,0.5961224974867266,0.9932403148502575,0.00875,0.215,,,0.91
default,crisismmd@r0.5,0,7,0.025664886677189802,0.031155616546782783,0.16864766718624646,0.14286754605805993,0.0,0.535,1.5,,0.83
default,crisismmd@r0.5,2,7,0.029854730142278605,0.02379184404716106,0.2822150453925213,0.14286758398942706,0.0,0.36,1.5,,0.81
default,crisismmd@r0.5,1,7,0.019419918181582698,0.06305169871105054,0.3079399682738094,0.14287432683981907,0.0,0.305,1.5,,0.86
fcm+rawpca+m1.2,crisismmd@r0.5,0,7,0.005111085248918679,0.003435649770228033,0.2404189436604655,0.1923088220347026,0.00125,0.48875,1.2,,0.95
kmsoft|cca,crisismmd@r0.5,0,7,0.02559592160265412,0.1512788935209024,0.4013577109164361,0.38056089831752826,0.4325,0.22875,,,0.83
fcm+rawpca+m1.2,crisismmd@r0.5,1,7,0.01811404413332459,0.161395137662682,0.31296184152613227,0.27426580327465433,0.0,0.45625,1.2,,0.94
fcm+rawpca+m1.2,crisismmd@r0.5,2,7,0.036158935210651125,0.14321562236136187,0.359031104492502,0.2692998617917292,0.21125,0.39875,1.2,,0.91
kmsoft|cca,crisismmd@r0.5,1,7,0.027873964898716685,0.15942157421767433,0.4168678261442129,0.3781469937705608,0.4125,0.21625,,,0.88
kmsoft|cca,crisismmd@r0.5,2,7,0.04147056884805882,0.15610210983525818,0.41226973927449206,0.3780077838647336,0.42125,0.22125,,,0.84
kmsoft|raw,crisismmd@r0.5,0,7,0.06349453306413681,0.41765542773073905,0.5889439123579434,0.3986563898016525,0.33,0.23625,,,0.92
kmsoft|raw,crisismmd@r0.5,1,7,0.049144250127363884,0.43635513780321433,0.601411594112114,0.3976692640503731,0.3325,0.23125,,,0.92
kmsoft|raw,crisismmd@r0.5,2,7,0.06509971807132664,0.4309803500143219,0.5975686362818644,0.3906687839304024,0.34,0.23625,,,0.89
gmm|cca,crisismmd@r0.5,0,7,0.013267888277329555,0.24540380442416554,0.5059728165603411,0.7562424034863793,0.41375,0.32875,,,0.92
gmm|cca,crisismmd@r0.5,1,7,0.014717771128952024,0.1723398953788835,0.43828400191656,0.725717761591754,0.3775,0.2475,,,0.95
gmm|raw,crisismmd@r0.5,0,7,0.046218375480462925,0.40055314381366225,0.5554236143747829,0.8868035557582897,0.19125,0.3175,,,0.97
gmm|cca,crisismmd@r0.5,2,7,0.025011689928801536,0.17726031212650428,0.39467698667447243,0.7360032957810351,0.4,0.2725,,,1.05
gmm|raw,crisismmd@r0.5,1,7,0.048918581940301395,0.36789889223952366,0.5418580944132688,0.8827041738750687,0.20375,0.32125,,,0.94
gmm|raw,crisismmd@r0.5,2,7,0.05301561125487925,0.3577187828226147,0.5195011780842865,0.875108313404962,0.19875,0.31875,,,0.91
fcmad|cca,crisismmd@r0.5,0,7,0.019663237017600872,0.14352980822540706,0.4008729974893475,0.47545496867581777,0.44375,0.225,1.2,,0.86
fcmad|cca,crisismmd@r0.5,1,7,0.02257730090220781,0.1587490765475703,0.41259588104908956,0.47449142774455366,0.435,0.21,1.2,,0.88
fcmad|cca,crisismmd@r0.5,2,7,0.03946558187705834,0.15016505755842313,0.40173240056943843,0.47295242615062477,0.4325,0.20875,1.2,,0.88
fcmad|raw,crisismmd@r0.5,0,7,0.05450247940801664,0.2748770617746271,0.47326642906691296,0.39233786951552446,0.47375,0.29625,1.2,,0.95
fcmad|raw,crisismmd@r0.5,1,7,0.044703431484880075,0.26573334819875627,0.46682169565616627,0.37925422603428105,0.50125,0.2575,1.2,,0.98
fcmad|raw,crisismmd@r0.5,2,7,0.060344959744720164,0.2744845095825972,0.470616301664109,0.3829509414959534,0.5,0.2575,1.2,,1.0
specsoft|cca,crisismmd@r0.5,0,7,0.019944078474043204,0.14967861257207704,0.4515336110138438,0.9130960840864997,0.1525,0.25875,,,0.86
specsoft|cca,crisismmd@r0.5,1,7,0.015547172289607189,0.14052971980871254,0.40638283926927293,0.9003502297150888,0.17375,0.22,,,0.95
specsoft|cca,crisismmd@r0.5,2,7,0.039137320462151404,0.14432774957623962,0.3799830227586561,0.9137240865752264,0.165,0.2175,,,0.91
specsoft|raw,crisismmd@r0.5,0,7,0.06765027800282147,0.3792998944691761,0.5570562860232869,0.9900274917682481,0.0175,0.22625,,,0.91
base:spectral_graph+content,crisismmd@r0.5,0,7,0.10400973239133447,0.5737823180153394,0.7522743331064871,,,,,,0.12
base:spectral_graph+content,crisismmd@r0.5,1,7,0.09790437447568263,0.5425287590952939,0.7361953844187046,,,,,,0.11
base:spectral_graph+content,crisismmd@r0.5,2,7,0.10311899784321374,0.5730837857857914,0.7495800500699735,,,,,,0.14
base:kmeans_content,crisismmd@r0.5,0,7,0.047071800041383206,0.3943730374016603,0.5610033449335877,,,,,,0.31
base:kmeans_content,crisismmd@r0.5,1,7,0.04074396358356433,0.4064742121714391,0.5603964460777323,,,,,,0.27
specsoft|raw,crisismmd@r0.5,1,7,0.061376619945547384,0.3487901313266377,0.572582825962815,0.9734472425233304,0.05375,0.22875,,,0.89
base:louvain,crisismmd@r0.5,0,12,0.25244768700018555,0.0,0.16731928325507478,,,,,,0.17
base:kmeans_content,crisismmd@r0.5,2,7,0.059292144363778956,0.4209784745470222,0.6037258915449902,,,,,,0.28
base:louvain,crisismmd@r0.5,1,13,0.243542220043586,0.0,0.1597006352412795,,,,,,0.23
specsoft|raw,crisismmd@r0.5,2,7,0.06321753685728113,0.3876232275999798,0.571662403419851,0.9802058149050175,0.03875,0.21875,,,0.88
base:louvain,crisismmd@r0.5,2,11,0.25617142642668467,0.0,0.16467341289893403,,,,,,0.2
default,crisismmd@r1.0,0,7,0.025636075914698526,0.04284360283833544,0.26195419143093474,0.14286990158693583,0.0,0.34875,1.5,,0.83
default,crisismmd@r1.0,1,7,0.004269162465853715,0.057849034433482216,0.30167715703872894,0.1428719277264681,0.0,0.28875,1.5,,0.84
default,crisismmd@r1.0,2,7,0.027224664754577715,0.0,0.263885859791159,0.1428718453731586,0.0,0.32125,1.5,,0.83
fcm+rawpca+m1.2,crisismmd@r1.0,0,7,0.002412173087648306,0.00237022365634898,0.22233079951074552,0.1865727879831972,0.0,0.5025,1.2,,1.0
kmsoft|cca,crisismmd@r1.0,0,7,0.0009008711786324709,0.13545335255048085,0.3898182900364558,0.3847925069159666,0.42625,0.215,,,0.89
fcm+rawpca+m1.2,crisismmd@r1.0,1,7,-0.004828628383740752,0.15623444361327565,0.3281339088392944,0.2738637359343928,0.005,0.4425,1.2,,0.98
fcm+rawpca+m1.2,crisismmd@r1.0,2,7,0.016055793631058145,0.0027860160512316323,0.2084703402791817,0.1935458926628585,0.03125,0.47375,1.2,,1.02
kmsoft|cca,crisismmd@r1.0,1,7,0.006275573194789361,0.15818042603430515,0.41305655970764016,0.38041168581524765,0.43375,0.21875,,,0.86
kmsoft|cca,crisismmd@r1.0,2,7,0.027181595212052823,0.15214864125022642,0.38938741071376787,0.38209024672346764,0.42375,0.2075,,,0.83
kmsoft|raw,crisismmd@r1.0,0,7,0.01135557302521587,0.42963584344531647,0.5942313440534303,0.39172344749021604,0.34,0.24,,,0.94
kmsoft|raw,crisismmd@r1.0,1,7,-0.0020836223630932987,0.4353090273422514,0.5992746372975866,0.3904807610675561,0.30125,0.2325,,,0.91
kmsoft|raw,crisismmd@r1.0,2,7,0.016441828076055723,0.4236492826510849,0.5944363150389858,0.3867624717840538,0.32,0.23,,,0.86
gmm|cca,crisismmd@r1.0,0,7,0.0017450142315609688,0.1443944692726964,0.39407683642685293,0.732909268295915,0.40875,0.285,,,0.84
gmm|cca,crisismmd@r1.0,1,7,0.005171804680727374,0.19852332855877375,0.4252162823351325,0.7386173024816104,0.3825,0.22875,,,0.83
gmm|cca,crisismmd@r1.0,2,7,0.01635881143211506,0.14761385756780843,0.40862992038265344,0.7415140256226649,0.37875,0.26875,,,0.83
gmm|raw,crisismmd@r1.0,0,7,0.006946141775989498,0.40640630647346376,0.5604054729743182,0.8833232722600458,0.1775,0.31,,,0.88
gmm|raw,crisismmd@r1.0,1,7,-0.0004801516364519561,0.40294067035598313,0.5761844581140545,0.8805630476584579,0.19125,0.26375,,,0.97
gmm|raw,crisismmd@r1.0,2,7,0.005048705246555193,0.406727488868984,0.5650076485898514,0.8821180989310803,0.205,0.29625,,,0.88
fcmad|cca,crisismmd@r1.0,0,7,0.004619512099502676,0.14629818809006023,0.40270268853973795,0.47654147966159455,0.44625,0.2,1.2,,0.92
fcmad|cca,crisismmd@r1.0,1,7,0.005714631380255714,0.1484453509670396,0.40826886699982623,0.4769571377456744,0.44375,0.205,1.2,,0.88
fcmad|cca,crisismmd@r1.0,2,7,0.027123114911795657,0.14504567415084524,0.38242088510239886,0.4887951747131591,0.45,0.19875,1.2,,0.88
fcmad|raw,crisismmd@r1.0,0,7,0.008482733138010597,0.395257293578936,0.5771978809065749,0.8233586302069286,0.2225,0.24,1.1,,0.94
fcmad|raw,crisismmd@r1.0,1,7,-0.0018785940357843936,0.41060555505342644,0.5875310255778847,0.8230483939075697,0.22,0.23375,1.1,,0.97
fcmad|raw,crisismmd@r1.0,2,7,0.008723496115522098,0.41400805396403795,0.585254750127186,0.822466281639961,0.22,0.23875,1.1,,0.94
specsoft|cca,crisismmd@r1.0,0,7,0.014157644418202173,0.16143978189342456,0.47672154748887274,0.9217556333452854,0.13375,0.25,,,0.95
